DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,BRAND,PACK_SIZE
43339,168,168151,170287,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,Red,1
43339,168,168151,170287,5,Natural Chip        Compny SeaSalt175g,2,6,Natural,1
43374,168,168151,170288,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,Red,1
43422,168,168151,170289,47,Doritos Corn Chips  Original 170g,2,8.8,Doritos,1
43449,168,168151,170290,6,RRD Lime & Pepper   165g,2,6,RRD,1
43496,168,168151,170292,94,Burger Rings 220g,2,4.6,Burger,2
43546,168,168151,170293,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,Kettle,1
43586,168,168151,170294,94,Burger Rings 220g,2,4.6,Burger,2
43641,168,168151,170295,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43392,168,168192,170543,106,Natural ChipCo      Hony Soy Chckn175g,2,6,Natural,1
43447,168,168192,170544,7,Smiths Crinkle      Original 330g,2,11.4,Smiths,3
43632,168,168192,170545,81,Pringles Original   Crisps 134g,2,7.4,Pringles,1
43299,168,168195,170564,41,Doritos Salsa Mild  300g,2,5.2,Doritos,3
43379,168,168195,170566,101,Doritos Salsa       Medium 300g,2,5.2,Doritos,3
43385,168,168195,170567,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,Red,1
43401,168,168195,170568,63,Kettle 135g Swt Pot Sea Salt,2,8.4,Kettle,1
43409,168,168195,170569,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,Smiths,1
43511,168,168195,170570,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,Kettle,1
43550,168,168195,170571,4,Dorito Corn Chp     Supreme 380g,2,13,Dorito,3
43557,168,168195,170572,90,Tostitos Smoked     Chipotle 175g,2,8.8,Tostitos,1
43575,168,168195,170573,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,Smiths,3
43626,168,168195,170574,96,WW Original Stacked Chips 160g,2,3.8,WW,1
43283,168,168253,170937,81,Pringles Original   Crisps 134g,2,7.4,Pringles,1
43359,168,168253,170939,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,Old,3
43545,168,168253,170940,91,CCs Tasty Cheese    175g,2,4.2,CCs,1
43581,168,168253,170941,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43629,168,168253,170942,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4,Red,1
43351,169,169054,171094,82,Smith Crinkle Cut   Mac N Cheese 150g,1,2.6,Smith,1
43381,169,169054,171095,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,Kettle,1
43607,169,169054,171096,4,Dorito Corn Chp     Supreme 380g,2,13,Dorito,3
43361,169,169077,171117,47,Doritos Corn Chips  Original 170g,2,8.8,Doritos,1
43571,169,169091,171131,63,Kettle 135g Swt Pot Sea Salt,1,4.2,Kettle,1
43611,169,169091,171132,92,WW Crinkle Cut      Chicken 175g,1,1.7,WW,1
43302,169,169137,171190,26,Pringles Sweet&Spcy BBQ 134g,1,3.7,Pringles,1
43319,169,169147,171200,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43511,169,169147,171201,5,Natural Chip        Compny SeaSalt175g,2,6,Natural,1
43414,169,169414,171557,62,Pringles Mystery    Flavour 134g,2,7.4,Pringles,1
43430,169,169414,171558,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,Smiths,3
43534,169,169414,171559,72,WW Crinkle Cut      Original 175g,2,3.4,WW,1
43354,169,169452,171596,56,Cheezels Cheese Box 125g,2,4.2,Cheezels,1
43569,169,169452,171598,86,Cheetos Puffs 165g,1,2.8,Cheetos,1
43634,169,169452,171599,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,WW,2
43438,170,170052,171742,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43490,170,170052,171743,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,Doritos,1
43523,170,170052,171744,99,Pringles Sthrn FriedChicken 134g,2,7.4,Pringles,1
43294,170,170061,171754,50,Tostitos Lightly    Salted 175g,2,8.8,Tostitos,1
43300,170,170094,171792,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,Pringles,1
43460,170,170094,171793,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43474,170,170128,171833,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,Infzns,1
43423,170,170152,171855,88,Kettle Honey Soy    Chicken 175g,2,10.8,Kettle,1
43352,170,170165,171879,113,Twisties Chicken270g,2,9.2,Twisties,2
43520,170,170165,171881,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43540,170,170171,171889,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43399,170,170181,171903,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,Tyrrells,1
43548,170,170181,171904,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43399,170,170221,171961,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,Doritos,1
43573,170,170221,171962,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43290,170,170308,172073,113,Twisties Chicken270g,2,9.2,Twisties,2
43305,170,170308,172074,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43369,170,170308,172075,113,Twisties Chicken270g,2,9.2,Twisties,2
43428,170,170308,172076,15,Twisties Cheese     270g,2,9.2,Twisties,2
43322,171,171056,172242,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43386,171,171056,172243,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,Cobs,1
43622,171,171056,172244,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43366,171,171079,172284,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,Thins,1
43358,171,171154,172391,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,Old,3
43425,171,171154,172392,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,Infuzions,1
43588,171,171154,172393,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,Infuzions,1
43344,171,171177,172421,114,Kettle Sensations   Siracha Lime 150g,2,9.2,Kettle,1
43407,171,171183,172432,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43360,171,171291,172599,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,Infuzions,1
43576,171,171291,172600,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43419,171,171339,172667,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43350,171,171357,172694,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,Kettle,1
43415,171,171357,172695,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43345,171,171359,172696,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43590,171,171363,172702,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43297,172,172002,172729,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43311,172,172002,172730,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43324,172,172002,172731,103,RRD Steak &         Chimuchurri 150g,2,5.4,RRD,1
43345,172,172002,172732,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43366,172,172002,172733,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,Smiths,1
43412,172,172002,172734,72,WW Crinkle Cut      Original 175g,2,3.4,WW,1
43454,172,172002,172735,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,Old,3
43497,172,172002,172736,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,Smiths,1
43522,172,172002,172737,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,Smiths,3
43606,172,172002,172738,114,Kettle Sensations   Siracha Lime 150g,2,9.2,Kettle,1
43283,172,172020,172854,85,RRD Honey Soy       Chicken 165g,2,6,RRD,1
43310,172,172020,172855,96,WW Original Stacked Chips 160g,2,3.8,WW,1
43393,172,172020,172856,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,Tyrrells,1
43405,172,172020,172857,36,Kettle Chilli 175g,2,10.8,Kettle,1
43405,172,172020,172857,78,Thins Chips Salt &  Vinegar 175g,2,6.6,Thins,1
43457,172,172020,172858,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43516,172,172020,172859,101,Doritos Salsa       Medium 300g,2,5.2,Doritos,3
43567,172,172020,172860,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,Red,1
43619,172,172020,172861,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,Kettle,1
43304,172,172079,173218,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,Smiths,1
43322,172,172079,173219,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,Smiths,1
43412,172,172079,173220,66,CCs Nacho Cheese    175g,2,4.2,CCs,1
43413,172,172079,173221,85,RRD Honey Soy       Chicken 165g,2,6,RRD,1
43413,172,172079,173221,63,Kettle 135g Swt Pot Sea Salt,2,8.4,Kettle,1
43415,172,172079,173222,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,Smiths,1
43497,172,172079,173224,54,CCs Original 175g,2,4.2,CCs,1
43388,172,172100,173348,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,Infuzions,1
43441,172,172100,173349,94,Burger Rings 220g,2,4.6,Burger,2
43511,172,172100,173350,111,Smiths Chip Thinly  Cut Original 175g,2,6,Smiths,1
43596,172,172100,173351,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43614,172,172100,173352,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,Smiths,1
43307,172,172103,173368,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,Smiths,1
43317,172,172103,173369,15,Twisties Cheese     270g,2,9.2,Twisties,2
43321,172,172103,173370,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,Red,1
43337,172,172103,173371,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4,Red,1
43437,172,172103,173372,113,Twisties Chicken270g,2,9.2,Twisties,2
43492,172,172103,173373,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,Cobs,1
43532,172,172103,173374,66,CCs Nacho Cheese    175g,2,4.2,CCs,1
43534,172,172103,173375,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43564,172,172103,173376,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,Doritos,1
43333,172,172115,173444,56,Cheezels Cheese Box 125g,2,4.2,Cheezels,1
43354,172,172115,173445,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,Grain,2
43383,172,172115,173446,98,NCC Sour Cream &    Garden Chives 175g,2,6,NCC,1
43401,172,172115,173447,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43322,172,172119,173466,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,Old,3
43425,172,172119,173467,83,WW D/Style Chip     Sea Salt 200g,2,3.8,WW,2
43449,172,172119,173468,92,WW Crinkle Cut      Chicken 175g,2,3.4,WW,1
43528,172,172119,173470,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,RRD,1
43569,172,172119,173471,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43577,172,172119,173472,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43621,172,172119,173473,99,Pringles Sthrn FriedChicken 134g,2,7.4,Pringles,1
43348,172,172128,173511,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43351,172,172128,173512,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,Doritos,1
43373,172,172128,173513,41,Doritos Salsa Mild  300g,2,5.2,Doritos,3
43407,172,172128,173514,62,Pringles Mystery    Flavour 134g,2,7.4,Pringles,1
43458,172,172128,173515,34,Pringles Slt Vingar 134g,2,7.4,Pringles,1
43501,172,172128,173516,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43565,172,172128,173517,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,Kettle,1
43608,172,172128,173518,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,Smiths,1
43640,172,172128,173519,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43420,172,172144,173619,105,Woolworths Cheese   Rings 190g,2,3.6,Woolworths,1
43495,172,172144,173620,7,Smiths Crinkle      Original 330g,2,11.4,Smiths,3
43588,172,172144,173621,71,Twisties Cheese     Burger 250g,2,8.6,Twisties,2
43356,172,172147,173636,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,GrnWves,1
43369,172,172147,173637,63,Kettle 135g Swt Pot Sea Salt,2,8.4,Kettle,1
43378,172,172147,173638,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,Smiths,1
43491,172,172147,173639,90,Tostitos Smoked     Chipotle 175g,2,8.8,Tostitos,1
43521,172,172147,173640,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43532,172,172147,173641,25,Pringles SourCream  Onion 134g,2,7.4,Pringles,1
43629,172,172147,173642,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,Smiths,1
43288,172,172173,173817,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4,Red,1
43304,172,172173,173818,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,Old,3
43341,172,172173,173819,29,French Fries Potato Chips 175g,2,6,French,1
43386,172,172173,173820,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,Smiths,1
43408,172,172173,173821,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,Smiths,1
43430,172,172173,173822,4,Dorito Corn Chp     Supreme 380g,2,13,Dorito,3
43532,172,172173,173823,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,Tyrrells,1
43544,172,172173,173824,22,Thins Chips         Originl saltd 175g,2,6.6,Thins,1
43578,172,172173,173825,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4,Red,1
43285,172,172223,174147,56,Cheezels Cheese Box 125g,2,4.2,Cheezels,1
43375,172,172223,174148,5,Natural Chip        Compny SeaSalt175g,2,6,Natural,1
43414,172,172223,174149,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,Smiths,1
43513,172,172223,174150,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,Snbts,9
43558,172,172223,174151,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,Kettle,1
43426,173,173085,174439,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43288,173,173119,174507,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,Tyrrells,1
43354,173,173183,174615,78,Thins Chips Salt &  Vinegar 175g,2,6.6,Thins,1
43485,173,173183,174616,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,Kettle,1
43283,173,173207,174661,15,Twisties Cheese     270g,2,9.2,Twisties,2
43302,173,173207,174662,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43375,173,173207,174663,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,Thins,1
43418,173,173207,174664,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43423,173,173207,174665,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,Infuzions,1
43433,173,173230,174711,113,Twisties Chicken270g,2,9.2,Twisties,2
43645,173,173301,174837,25,Pringles SourCream  Onion 134g,2,7.4,Pringles,1
43287,173,173359,174945,68,Pringles Chicken    Salt Crips 134g,2,7.4,Pringles,1
43586,173,173361,174947,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,Infuzions,1
43630,173,173361,174948,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43303,174,174007,174979,50,Tostitos Lightly    Salted 175g,1,4.4,Tostitos,1
43323,174,174008,174980,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,Thins,1
43372,174,174008,174981,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,Infzns,1
43627,174,174041,175031,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43302,174,174251,175335,7,Smiths Crinkle      Original 330g,2,11.4,Smiths,3
43316,174,174251,175336,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,Doritos,1
43355,174,174251,175337,15,Twisties Cheese     270g,2,9.2,Twisties,2
43436,174,174251,175338,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43498,174,174251,175339,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,Thins,1
43515,174,174251,175340,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,Infuzions,1
43520,174,174251,175341,36,Kettle Chilli 175g,2,10.8,Kettle,1
43538,174,174251,175342,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43573,174,174251,175343,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,Kettle,1
43588,174,174251,175344,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43364,174,174268,175364,24,Grain Waves         Sweet Chilli 210g,2,7.2,Grain,2
43534,174,174343,175479,34,Pringles Slt Vingar 134g,2,7.4,Pringles,1
43323,175,175112,175897,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6,Kettle,1
43406,175,175112,175898,50,Tostitos Lightly    Salted 175g,2,8.8,Tostitos,1
43428,175,175112,175899,90,Tostitos Smoked     Chipotle 175g,2,8.8,Tostitos,1
43428,175,175112,175899,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43527,175,175112,175900,78,Thins Chips Salt &  Vinegar 175g,2,6.6,Thins,1
43353,175,175228,176316,46,Kettle Original 175g,2,10.8,Kettle,1
43429,175,175228,176317,109,Pringles Barbeque   134g,2,7.4,Pringles,1
43471,175,175228,176318,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,Infuzions,1
43472,175,175228,176319,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,Kettle,1
43496,175,175228,176320,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,Kettle,1
43531,175,175228,176321,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,Doritos,1
43626,175,175228,176322,71,Twisties Cheese     Burger 250g,2,8.6,Twisties,2
43370,175,175298,176598,68,Pringles Chicken    Salt Crips 134g,2,7.4,Pringles,1
43460,175,175298,176599,50,Tostitos Lightly    Salted 175g,2,8.8,Tostitos,1
43549,175,175298,176600,78,Thins Chips Salt &  Vinegar 175g,2,6.6,Thins,1
43292,175,175322,176696,63,Kettle 135g Swt Pot Sea Salt,2,8.4,Kettle,1
43518,175,175322,176697,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,Grain,2
43403,176,176084,177047,21,WW Sour Cream &OnionStacked Chips 160g,1,1.9,WW,1
43609,176,176084,177048,100,Smiths Crinkle Cut  Chips Chs&Onion170g,1,2.9,Smiths,1
43300,176,176125,177091,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,Old,3
43398,176,176182,177156,24,Grain Waves         Sweet Chilli 210g,1,3.6,Grain,2
43494,176,176254,177226,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43404,176,176294,177265,36,Kettle Chilli 175g,1,5.4,Kettle,1
43479,176,176294,177266,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,Smiths,1
43552,176,176294,177267,83,WW D/Style Chip     Sea Salt 200g,1,1.9,WW,2
43639,176,176294,177268,75,Cobs Popd Sea Salt  Chips 110g,1,3.8,Cobs,1
43606,176,176378,177369,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43467,176,176396,177399,96,WW Original Stacked Chips 160g,1,1.9,WW,1
43635,176,176459,177456,103,RRD Steak &         Chimuchurri 150g,1,2.7,RRD,1
43641,177,177041,177516,88,Kettle Honey Soy    Chicken 175g,1,5.4,Kettle,1
43365,177,177206,177537,67,RRD Chilli&         Coconut 150g,1,2.7,RRD,1
43381,178,178008,177617,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,Smiths,1
43390,178,178008,177618,96,WW Original Stacked Chips 160g,2,3.8,WW,1
43390,178,178008,177618,51,Doritos Mexicana    170g,2,8.8,Doritos,1
43404,178,178008,177619,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,Grain,2
43498,178,178008,177621,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43548,178,178008,177622,96,WW Original Stacked Chips 160g,2,3.8,WW,1
43574,178,178008,177623,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,Kettle,1
43588,178,178008,177624,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4,Red,1
43612,178,178008,177625,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,Kettle,1
43368,178,178043,177823,22,Thins Chips         Originl saltd 175g,2,6.6,Thins,1
43432,178,178043,177824,54,CCs Original 175g,2,4.2,CCs,1
43529,178,178043,177825,86,Cheetos Puffs 165g,2,5.6,Cheetos,1
43552,178,178043,177826,114,Kettle Sensations   Siracha Lime 150g,2,9.2,Kettle,1
43564,178,178043,177827,43,Smith Crinkle Cut   Bolognese 150g,2,5.2,Smith,1
43611,178,178043,177828,90,Tostitos Smoked     Chipotle 175g,2,8.8,Tostitos,1
43612,178,178043,177829,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,Smiths,1
43292,178,178058,177909,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4,RRD,1
43296,178,178058,177910,114,Kettle Sensations   Siracha Lime 150g,2,9.2,Kettle,1
43344,178,178058,177912,71,Twisties Cheese     Burger 250g,2,8.6,Twisties,2
43506,178,178058,177914,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,Smiths,1
43550,178,178058,177915,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43554,178,178058,177916,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,Smiths,3
43573,178,178058,177917,81,Pringles Original   Crisps 134g,2,7.4,Pringles,1
43286,178,178066,177958,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4,RRD,1
43371,178,178066,177959,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4,RRD,1
43449,178,178066,177960,101,Doritos Salsa       Medium 300g,2,5.2,Doritos,3
43483,178,178066,177961,113,Twisties Chicken270g,2,9.2,Twisties,2
43592,178,178066,177962,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,Infuzions,1
43611,178,178066,177964,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,Cobs,1
43628,178,178066,177965,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,WW,2
43350,178,178104,178192,71,Twisties Cheese     Burger 250g,2,8.6,Twisties,2
43376,178,178104,178193,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,Tyrrells,1
43389,178,178104,178194,111,Smiths Chip Thinly  Cut Original 175g,2,6,Smiths,1
43488,178,178104,178195,90,Tostitos Smoked     Chipotle 175g,2,8.8,Tostitos,1
43503,178,178104,178196,114,Kettle Sensations   Siracha Lime 150g,2,9.2,Kettle,1
43516,178,178104,178197,54,CCs Original 175g,2,4.2,CCs,1
43524,178,178104,178198,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6,Smiths,1
43568,178,178104,178199,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43597,178,178104,178200,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,WW,2
43325,178,178140,178408,22,Thins Chips         Originl saltd 175g,2,6.6,Thins,1
43343,178,178140,178409,44,Thins Chips Light&  Tangy 175g,2,6.6,Thins,1
43343,178,178140,178409,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,Doritos,1
43422,178,178140,178410,88,Kettle Honey Soy    Chicken 175g,2,10.8,Kettle,1
43302,178,178147,178451,105,Woolworths Cheese   Rings 190g,2,3.6,Woolworths,1
43313,178,178147,178452,98,NCC Sour Cream &    Garden Chives 175g,2,6,NCC,1
43333,178,178147,178453,101,Doritos Salsa       Medium 300g,2,5.2,Doritos,3
43347,178,178147,178454,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43378,178,178147,178455,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,Smiths,3
43398,178,178147,178456,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,Old,3
43400,178,178147,178457,32,Kettle Sea Salt     And Vinegar 175g,2,10.8,Kettle,1
43443,178,178147,178458,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,Old,3
43451,178,178147,178459,103,RRD Steak &         Chimuchurri 150g,2,5.4,RRD,1
43471,178,178147,178460,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,Tyrrells,1
43475,178,178147,178461,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,Smiths,1
43575,178,178147,178462,22,Thins Chips         Originl saltd 175g,2,6.6,Thins,1
43587,178,178147,178463,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43634,178,178147,178464,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,Smiths,1
43311,178,178193,178760,98,NCC Sour Cream &    Garden Chives 175g,2,6,NCC,1
43381,178,178193,178762,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,Doritos,1
43441,178,178193,178763,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8,Smiths,1
43464,178,178193,178764,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,Kettle,1
43464,178,178193,178764,96,WW Original Stacked Chips 160g,2,3.8,WW,1
43504,178,178193,178765,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,Tyrrells,1
43636,178,178193,178766,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,Old,3
43286,178,178211,178876,20,Doritos Cheese      Supreme 330g,2,11.4,Doritos,3
43303,178,178211,178877,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,Cobs,1
43364,178,178211,178878,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,Tyrrells,1
43394,178,178211,178879,113,Twisties Chicken270g,2,9.2,Twisties,2
43469,178,178211,178880,76,Woolworths Medium   Salsa 300g,2,3,Woolworths,3
43527,178,178211,178881,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,RRD,1
43533,178,178211,178882,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,Thins,1
43595,178,178211,178883,34,Pringles Slt Vingar 134g,2,7.4,Pringles,1
43614,178,178211,178884,50,Tostitos Lightly    Salted 175g,2,8.8,Tostitos,1
43621,178,178211,178885,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,Doritos,1
43287,178,178239,179050,47,Doritos Corn Chips  Original 170g,2,8.8,Doritos,1
43424,178,178239,179051,6,RRD Lime & Pepper   165g,2,6,RRD,1
43437,178,178239,179052,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,Cobs,1
43439,178,178239,179053,40,Thins Chips Seasonedchicken 175g,2,6.6,Thins,1
43457,178,178239,179054,23,Cheezels Cheese 330g,2,11.4,Cheezels,3
43469,178,178239,179055,92,WW Crinkle Cut      Chicken 175g,2,3.4,WW,1
43508,178,178239,179056,113,Twisties Chicken270g,2,9.2,Twisties,2
43510,178,178239,179057,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,Smiths,1
43547,178,178239,179058,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4,RRD,1
43618,178,178239,179059,7,Smiths Crinkle      Original 330g,2,11.4,Smiths,3
43316,178,178244,179084,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2,Old,3
